False_Positive_Rate,True_Positive_Rate
0.13328571428571429,0.8335
0.13342857142857142,0.8335
0.13342857142857142,0.834
0.13385714285714287,0.834
0.13385714285714287,0.8345
0.13414285714285715,0.8345
0.13414285714285715,0.835
0.13428571428571429,0.835
0.13428571428571429,0.8355
0.1347142857142857,0.8355
0.1347142857142857,0.837
0.1352857142857143,0.837
0.1352857142857143,0.8385
0.1357142857142857,0.8385
0.1357142857142857,0.839
0.13614285714285715,0.839
0.13614285714285715,0.8395
0.1362857142857143,0.8395
0.1362857142857143,0.8415
0.13642857142857143,0.8415
0.13642857142857143,0.842
0.13657142857142857,0.842
0.13657142857142857,0.843
0.1367142857142857,0.843
0.1367142857142857,0.844
0.13714285714285715,0.844
0.13714285714285715,0.845
0.1382857142857143,0.845
0.1382857142857143,0.8455
0.13842857142857143,0.8455
0.13842857142857143,0.8465
